plot	ntot.tree	dbh	myBA	bigBA2	beta	prbeta	u	mort
34	15	10.738351459448	90.5659838664646	36131.3079624294	2.5	0.0128398791540786	6.21616761255718	TRUE
105	22	10.738351459448	90.5659838664646	82871.1756702096	2.5	0.013091641490433	6.16571272862321	TRUE
101	22	10.8715966639248	92.8274765826918	71864.8927446506	2.5	0.0133434038267875	6.11657169450949	TRUE
114	19	10.8715966639248	92.8274765826918	71529.0122148715	2.5	0.013595166163142	6.06868599398175	TRUE
158	17	10.8931089434741	93.1952066247495	64491.0806347534	2.5	0.0138469284994965	6.0220007430929	TRUE
180	19	10.9756940904743	94.613665799022	66505.8674846125	2.5	0.014098690835851	5.97646440344915	TRUE
5	20	11.0195394815947	95.3710956343895	61489.1160064847	2.5	0.0143504531722054	5.9320285227736	TRUE
17	16	11.0195394815947	95.3710956343895	41085.9688167705	2.49421029671222	0.0146022155085599	5.88033524669027	TRUE
85	23	11.0261831067881	95.4861278124282	68399.5693145886	2.49651485325489	0.0148539778449144	5.84131715968227	FALSE
100	24	11.1529669680431	97.6946346856781	81659.343282804	2.49701265367563	0.0151057401812689	5.80066279933303	TRUE
1	21	11.196045913931	98.4507939807382	81019.5268353637	2.5	0.0153575025176234	5.76441597624129	FALSE
43	24	11.2533235746477	99.4606961426597	78895.8674576443	2.5	0.0156092648539778	5.72484830703346	TRUE
47	23	11.2533235746477	99.4606961426597	78060.6271058364	2.5	0.0158610271903323	5.68614341383988	FALSE
93	16	11.4525232182449	103.01304935649	48632.9683000601	2.5	0.0161127895266868	5.64826892609092	TRUE
118	22	11.4525232182449	103.01304935649	59225.9267858662	2.49031185308698	0.0163645518630413	5.59803196970929	TRUE
39	21	11.6128727231249	105.91786395666	64461.1026180432	2.49248560297705	0.0166163141993958	5.56476021103091	FALSE
137	19	11.6128727231249	105.91786395666	69603.2292352371	2.49620143595338	0.0168680765357503	5.53424838132033	TRUE
174	19	11.617320711706	105.999017291523	57821.9482581531	2.5	0.0171198388721047	5.50448473467122	TRUE
48	19	11.7714333955204	108.829987851182	79347.745324481	2.49657580296459	0.0173716012084592	5.46581929061146	TRUE
118	22	11.8093154118944	109.531573280356	59116.3952125858	2.4857063063268	0.0176233635448137	5.41812217254263	TRUE
10	22	11.8144572583622	109.626975447658	61151.3168529076	2.5	0.0178751258811682	5.40400956722653	TRUE
136	24	11.8401926170032	110.105095138949	102770.206181079	2.5	0.0181268882175227	5.37179505651896	TRUE
9	20	11.8562945966091	110.404771940085	64360.8677967207	2.5	0.0183786505538771	5.34018413220887	TRUE
172	15	11.8562945966091	110.404771940085	22031.236962208	2.48753426086628	0.0186304128902316	5.29328043892355	FALSE
59	15	11.8611383057515	110.494998753301	57658.0974273002	2.5	0.0188821752265861	5.27869569449292	TRUE
8	20	12.0404420212437	113.860934233775	57937.2163845386	2.5	0.0191339375629406	5.2487816766324	TRUE
74	22	12.2613079223202	118.076502247834	68467.8592658672	2.5	0.0193856998992951	5.21939813670859	TRUE
84	18	12.2713615431282	118.270214544341	72544.3866886041	2.5	0.0196374622356495	5.19052877424641	FALSE
48	19	12.2848889689273	118.531110349909	79229.2142141311	2.49284637245856	0.019889224572004	5.15335167254266	TRUE
200	18	12.3586474006002	119.958703924902	78617.972603812	2.5	0.0201409869083585	5.13427085485943	TRUE
65	21	12.3613231882451	120.010654394204	57141.0308677577	2.49174728495516	0.020392749244713	5.09682294642394	TRUE
124	15	12.4031005830546	120.823221921973	44800.3577864156	2.5	0.0206445115810675	5.07989089025351	TRUE
6	18	12.584082856721	124.374978769417	78987.531591925	2.5	0.020896273917422	5.05337120122992	TRUE
69	24	12.5933671380956	124.558569148004	85015.641208953	2.5	0.0211480362537764	5.02728137496039	TRUE
95	26	12.7041547350464	126.759766612159	92037.5153261858	2.5	0.0213997985901309	5.00160930042046	TRUE
92	21	12.7173638038484	127.023499064408	73888.4535288251	2.5	0.0216515609264854	4.97634334598221	TRUE
23	26	12.7214229268242	127.104598621928	89012.9232718759	2.5	0.0219033232628399	4.95147233511445	FALSE
126	15	12.7701125009542	128.07941283425	47462.7527519984	2.5	0.0221550855991944	4.92698552357813	FALSE
52	23	12.8911929223709	130.51970907513	63780.0197773318	2.5	0.0224068479355488	4.90287257800891	TRUE
171	17	12.8911929223709	130.51970907513	48529.5839248229	2.5	0.0226586102719033	4.87912355578826	TRUE
76	19	12.904119878665	130.781603926378	63120.969896492	2.5	0.0229103726082578	4.85572888611183	FALSE
189	19	12.904119878665	130.781603926378	60179.3017544755	2.5	0.0231621349446123	4.83267935217199	TRUE
126	15	12.9111871993412	130.9248959363	47331.8278560621	2.4931038083368	0.0234138972809668	4.8021753986078	FALSE
10	22	12.9396274693096	131.502323923923	61019.8145289837	2.4946238964796	0.0236656596173212	4.78154304839121	TRUE
100	24	12.9396274693096	131.502323923923	81527.84095888	2.49299152206196	0.0239174219536757	4.75768709789817	TRUE
33	20	13.1446866290598	135.703283243628	72422.8375289433	2.5	0.0241691842900302	4.74375971434273	TRUE
195	24	13.1539684513592	135.894998497979	85433.2663051088	2.5	0.0244209466263847	4.72230887454743	FALSE
116	23	13.2077164679074	137.007819948695	89014.0445942526	2.5	0.0246727089627392	4.70115442799046	FALSE
36	19	13.361870028511	140.224650889207	46587.2776911568	2.5	0.0249244712990937	4.68028921580209	TRUE
130	19	13.4484009830102	142.046710493468	63496.4346701132	2.5	0.0251762336354481	4.65970632259645	TRUE
111	19	13.4961356901003	143.056881416203	57851.5353095518	2.5	0.0254279959718026	4.63939906584797	TRUE
107	20	13.5036986487667	143.217258646041	57714.764410232	2.5	0.0256797583081571	4.6193609858314	TRUE
103	17	13.5144652058302	143.445725162097	48490.9538389659	2.5	0.0259315206445116	4.5995858360903	FALSE
144	24	13.5144652058302	143.445725162097	77128.8554643323	2.5	0.0261832829808661	4.58006757440141	TRUE
123	23	13.5230215906697	143.627421641037	79193.3463571195	2.49547413347144	0.0264350453172205	4.55601755032726	FALSE
59	15	13.5700061689161	144.62719775384	57513.4702295464	2.49372910292712	0.026686807653575	4.53518519957409	TRUE
92	21	13.5700061689161	144.62719775384	73743.8263310712	2.4951065697397	0.0269385699899295	4.51787941738238	FALSE
62	23	13.5912806018287	145.081032992945	94922.4572392373	2.5	0.027190332326284	4.50444924398404	TRUE
60	22	13.5937339069044	145.13341365796	77863.4026919769	2.5	0.0274420946626385	4.48613136124391	TRUE
67	22	13.6106402964097	145.494640065382	89065.9162076634	2.5	0.027693856998993	4.46803795139298	TRUE
34	15	13.8093628843384	149.774254231955	35981.5337081974	2.4896368092744	0.0279456193353474	4.43954212684194	TRUE
54	19	13.8486601022239	150.627890423258	58181.0562006689	2.5	0.0281973816717019	4.43250537775246	TRUE
95	26	13.9471147491077	152.77722925676	91884.738096929	2.49585013706869	0.0284491440080564	4.41084977659038	FALSE
160	22	13.9471147491077	152.77722925676	70041.8527050815	2.49455879924861	0.0287009063444109	4.39232506062337	TRUE
96	20	14.0194635700384	154.366363819241	80158.9830520337	2.5	0.0289526686807654	4.38077396456761	FALSE
80	19	14.1209481155282	156.609317159495	83968.1446932059	2.5	0.0292044310171198	4.36393090198534	FALSE
143	22	14.127879180741	156.76309377206	73595.1329681671	2.5	0.0294561933534743	4.34728139094106	TRUE
52	23	14.1784315934713	157.886961084419	63622.1328162474	2.49381126873135	0.0297079556898288	4.32470009182403	TRUE
29	20	14.1965566465453	158.290889920867	84750.1641512183	2.5	0.0299597180261833	4.31454747606371	FALSE
51	22	14.2562151009694	159.624062766118	79221.3568046853	2.49497284925741	0.0302114803625378	4.29353219336485	TRUE
145	16	14.3369218457806	161.436493911895	62095.0390738363	2.5	0.0304632426988922	4.28254221845351	TRUE
111	19	14.3462999346894	161.647761151558	57689.8875484002	2.49301454316266	0.0307150050352467	4.26002677693017	TRUE
123	23	14.5335641843737	165.895324862255	79027.4510322573	2.49024657950257	0.0309667673716012	4.24181661171429	TRUE
110	22	14.6375032756424	168.276663280206	58311.3316602866	2.5	0.0312185297079557	4.23583899586566	FALSE
197	13	14.6901045316848	169.488272685335	30478.8080108011	2.48072578952653	0.0314702920443102	4.20214258194029	TRUE
103	17	14.7037603551064	169.803529488529	48321.1503094774	2.49124560788944	0.0317220543806647	4.19719965744483	FALSE
113	21	14.7312522562069	170.439092889736	80813.7739615069	2.5	0.0319738167170191	4.19062260249557	TRUE
23	26	14.7403558336933	170.649812914105	88842.2734589618	2.49520716187489	0.0322255790533736	4.17134814301455	TRUE
44	17	14.8490252114339	173.175228998768	59980.6790336603	2.5	0.0324773413897281	4.16126348765527	FALSE
17	16	14.855572600378	173.327979167507	40912.640837603	2.48368805657044	0.0327291037260826	4.13155197994296	FALSE
46	21	14.855572600378	173.327979167507	88833.4554894655	2.5	0.0329808660624371	4.13250574242472	FALSE
41	22	14.8693039584054	173.648549577086	80356.4181862306	2.5	0.0332326283987915	4.11834558792924	TRUE
147	20	14.8693039584054	173.648549577086	78661.2529018296	2.5	0.033484390735146	4.10432776014501	TRUE
50	20	14.9009307656455	174.388031380806	77487.6845976872	2.5	0.0337361530715005	4.09044972785787	TRUE
55	23	14.9368505211036	175.2297942774	71374.4142088582	2.5	0.033987915407855	4.07670902351136	TRUE
180	19	14.9771745217638	176.177183298237	66329.6903013142	2.49337738195284	0.0342396777442095	4.05708302643033	FALSE
138	17	15.0320882193876	177.47145630986	53004.6705633074	2.5	0.0344914400805639	4.04963003442415	TRUE
69	24	15.1573490451822	180.441481752182	84835.1997272009	2.49469387399818	0.0347432024169184	4.0315074842189	FALSE
64	21	15.1954808448063	181.350507891195	80286.5519683295	2.5	0.0349949647532729	4.02307224930766	TRUE
87	23	15.2684701808469	183.096874918302	87777.6568380803	2.5	0.0352467270896274	4.00998325958445	FALSE
142	21	15.2684701808469	183.096874918302	63914.0494194242	2.49285861830426	0.0354984894259819	3.99066853890501	TRUE
9	20	15.4435746723707	187.320602511368	64173.5471942093	2.49272381615864	0.0357502517623364	3.97773334330145	TRUE
97	24	15.4435746723707	187.320602511368	59532.0486616947	2.4921582978513	0.0360020140986908	3.96453855951909	FALSE
10	22	15.5051244905948	188.816697111657	60830.997831872	2.48690465563456	0.0362537764350453	3.94734333991762	FALSE
41	22	15.6924187218598	193.405872728684	80163.0123135019	2.49398287414079	0.0365055387713998	3.94109728494069	TRUE
92	21	15.6924187218598	193.405872728684	73550.4204583426	2.48856272345886	0.0367573011077543	3.92402120617666	FALSE
119	16	15.6924187218598	193.405872728684	51335.4388798416	2.5	0.0370090634441088	3.92171246501385	FALSE
53	24	15.7886609356888	195.785478995625	87479.5241118062	2.49441731429551	0.0372608257804632	3.90474390710432	TRUE
30	19	15.9418312517476	199.602647208117	40437.2109526079	2.5	0.0375125881168177	3.8975120170508	FALSE
5	20	15.9586340046171	200.023632902711	61289.092373582	2.49186751876212	0.0377643504531722	3.87861690229474	TRUE
126	15	16.3643209874729	210.322560659037	47121.5052954031	2.48202551280694	0.0380161127895267	3.8584083103537	FALSE
27	21	16.399338562664	211.223651044249	52337.2355479485	2.5	0.0382678751258812	3.86200767421191	TRUE
77	21	16.399338562664	211.223651044249	53832.1380566989	2.5	0.0385196374622356	3.85037863158943	TRUE
20	15	16.5744916264511	215.759692519162	59826.9593905971	2.5	0.0387713997985901	3.83884980780068	TRUE
188	25	16.6078652906263	216.629455668503	78340.3347478229	2.5	0.0390231621349446	3.82741966487369	FALSE
33	20	16.666448157985	218.160435992882	72204.6770929505	2.49246921125171	0.0392749244712991	3.80980629769411	TRUE
188	25	16.6778949194703	218.460210488318	78121.8745373346	2.49302848873471	0.0395266868076536	3.79905997970935	FALSE
187	15	16.9251744254615	224.98635902161	41991.5481172016	2.5	0.0397784491440081	3.79370643758333	TRUE
18	21	17.0691638455481	228.83074562907	74281.1048659914	2.5	0.0400302114803625	3.78265629336022	FALSE
86	18	17.1897753705919	232.076028829965	62681.3737569361	2.49077796442493	0.040281973816717	3.7641308048821	FALSE
58	20	17.2015298665918	232.393527969472	66225.7803337733	2.5	0.0405337361530715	3.76082907726171	FALSE
72	18	17.2015298665918	232.393527969472	68420.9266770756	2.5	0.040785498489426	3.75004933215943	TRUE
52	23	17.2372536087616	233.359789366711	63388.7730268806	2.48466421177757	0.0410372608257805	3.72691564146779	FALSE
93	16	17.2372536087616	233.359789366711	48399.6085106934	2.48800403319375	0.0412890231621349	3.71906320953807	TRUE
118	22	17.2413632783215	233.471076926757	58882.9241356591	2.47588939299548	0.0415407854984894	3.6988021424954	TRUE
117	20	17.3714687079936	237.007974124436	63924.0380812064	2.5	0.0417925478348439	3.70779286128798	TRUE
102	22	17.3759176489975	237.12938809762	62806.7422652738	2.5	0.0420443101711984	3.69743822240619	FALSE
167	16	17.3818229030147	237.290593652282	48198.6224642022	2.5	0.0422960725075529	3.68716500260065	TRUE
198	22	17.4071288456975	237.982032449156	85733.2916861573	2.5	0.0425478348439074	3.67697205731153	TRUE
71	27	17.425385422816	238.481484799348	98758.6030099029	2.5	0.0427995971802618	3.66685826480428	FALSE
70	17	17.5634627388872	242.275873896489	49878.4150536961	2.5	0.0430513595166163	3.65682252558274	TRUE
157	20	17.5634627388872	242.275873896489	72005.4261015924	2.48951391862435	0.0433031218529708	3.63866331473718	FALSE
73	22	17.6449111926254	244.528134774825	75469.732566529	2.5	0.0435548841893253	3.6369809168115	FALSE
83	20	17.649800055698	244.663656021549	81353.1596124318	2.5	0.0438066465256798	3.62717295443372	FALSE
76	19	17.6715698193579	245.267578415809	62875.7023180762	2.49028581235293	0.0440584088620342	3.60993192445179	TRUE
180	19	17.7537007551567	247.552702715666	66082.1375985986	2.48407171043548	0.0443101711983887	3.59550490889136	FALSE
84	18	17.7557699485365	247.610410601038	72296.7762780031	2.49146693417976	0.0445619335347432	3.59164653040002	TRUE
189	19	17.7557699485365	247.610410601038	59931.6913438745	2.48971363893473	0.0448136958710977	3.58081244744482	FALSE
178	22	17.7730958558513	248.093878019617	83652.5815976336	2.5	0.0450654582074522	3.57922149492673	TRUE
16	19	17.778375818163	248.241305447033	51069.2838421165	2.5	0.0453172205438066	3.56984215938402	TRUE
28	22	17.7929574025922	248.648680791888	96414.1563500137	2.5	0.0455689828801611	3.56053098851318	FALSE
131	18	17.7929574025922	248.648680791888	73347.2680605394	2.5	0.0458207452165156	3.55128709352509	FALSE
158	17	17.9876992095119	254.121327121658	64236.9593076317	2.49014897391157	0.0460725075528701	3.53472873386128	FALSE
8	20	18.013200884409	254.842388020209	57682.3739965184	2.48900351087249	0.0463242698892246	3.52478851284998	TRUE
25	18	18.0173185740312	254.958911652128	67665.6989744662	2.5	0.0465760322255791	3.5239504204794	FALSE
173	21	18.0624585507977	256.23804275349	70120.3949847593	2.5	0.0468277945619335	3.51496706445011	FALSE
45	16	18.0740998212879	256.568440479774	54575.0788370087	2.5	0.047079556898288	3.50604677952583	TRUE
24	22	18.0777435025233	256.671897675784	77132.7946119881	2.5	0.0473313192346425	3.4971887699885	FALSE
64	21	18.0991665471638	257.280596613977	80029.2713717155	2.4919886771101	0.047583081570997	3.48252671851728	TRUE
128	23	18.0991665471638	257.280596613977	76760.7934108705	2.5	0.0478348439073515	3.479656465188	FALSE
34	15	18.1218539381519	257.926005765098	35723.6077024323	2.47179037495536	0.0480866062437059	3.45041538893682	TRUE
80	19	18.1298450174883	258.153527918043	83709.9911652879	2.49231394450654	0.0483383685800604	3.45680002825866	FALSE
58	20	18.1905888678734	259.886307119707	65965.8940266536	2.49018938297858	0.0485901309164149	3.44672804505902	FALSE
173	21	18.1976563386989	260.088290212717	69860.3066945466	2.49072708124829	0.0488418932527694	3.43864115926936	TRUE
95	26	18.2827779682789	262.527166721729	91622.2109302073	2.48871915450709	0.0490936555891239	3.42878233576177	FALSE
60	22	18.3503646961169	264.471745220996	77598.9309467559	2.49150847072959	0.0493454179254783	3.42241870309312	FALSE
185	20	18.3822486472657	265.391588509125	72476.5474372902	2.49087900349979	0.0495971802618328	3.41366201221096	FALSE
91	24	18.4404132184437	267.073734139857	89381.7444097244	2.4925522237864	0.0498489425981873	3.40659614722429	TRUE
102	22	18.4404132184437	267.073734139857	62539.668531134	2.48936922516169	0.0501007049345418	3.39614502104991	FALSE
146	14	18.5829115272649	271.217307267961	63296.6317162875	2.5	0.0503524672708963	3.39547901753604	FALSE
141	15	18.5994977774463	271.701675465307	69145.9707777936	2.5	0.0506042296072508	3.38736424360445	TRUE
135	23	18.6363257033882	272.77870622139	81170.8568373589	2.5	0.0508559919436052	3.37930196438029	FALSE
11	22	18.7102518719793	274.947103677745	71411.2084287791	2.5	0.0511077542799597	3.37129156730462	FALSE
113	21	18.7860896929446	277.18049396963	80536.5934675372	2.49142533257692	0.0513595166163142	3.35739336021428	TRUE
45	16	18.8169674316994	278.092417714913	54296.9864192938	2.48726101621651	0.0516112789526687	3.34662658285453	FALSE
174	19	18.8498709059656	279.065816515677	57542.8824416374	2.4879342609112	0.0518630412890232	3.33926433582972	TRUE
60	22	18.8782621609363	279.907095008717	77319.0238517472	2.48252135080767	0.0521148036253776	3.32776407298674	FALSE
10	22	18.9601970131319	282.342055949536	60548.6557759225	2.47536189292396	0.0523665659617321	3.31513260728903	FALSE
43	24	19.0294232794254	284.407558534367	78611.4598991099	2.49098788163122	0.0526183282980866	3.31815530661242	FALSE
146	14	19.1220411351601	287.182768306815	63009.4489479807	2.4886572649871	0.0528700906344411	3.30893114295409	FALSE
170	19	19.1220411351601	287.182768306815	44308.1685084886	2.48390063313302	0.0531218529707956	3.29812012886331	FALSE
43	24	19.1344947327173	287.556956733181	78323.9029423767	2.48187596721797	0.05337361530715	3.28922141173633	TRUE
8	20	19.1829723048126	289.015863486827	57393.3581330316	2.47653243090342	0.0536253776435045	3.27813907768002	TRUE
183	22	19.1829723048126	289.015863486827	92253.9841161992	2.5	0.053877139979859	3.2864359870967	FALSE
37	16	19.2934121431628	292.353276070581	49215.4751123865	2.5	0.0541289023162135	3.27900388987186	TRUE
91	24	19.314203474171	292.983718094673	89088.7606916298	2.48438190642581	0.054380664652568	3.26124414411168	TRUE
38	24	19.3482013529119	294.016076661118	94914.4704234367	2.5	0.0546324269889225	3.26427351778284	FALSE
160	22	19.3534441630356	294.175438173062	69747.6772669085	2.48408166451451	0.0548841893252769	3.24647675411475	TRUE
176	20	19.3661727537265	294.562518638383	79153.5498077291	2.5	0.0551359516616314	3.24971835902841	FALSE
180	19	19.3661727537265	294.562518638383	65787.5750799602	2.47299890852418	0.0553877139979859	3.22479068989631	FALSE
117	20	19.3791649964063	294.957879301538	63629.0802019049	2.48846451631674	0.0556394763343404	3.22781347665034	FALSE
130	19	19.3985249600975	295.547504932231	63200.887165181	2.48836361811227	0.0558912386706949	3.22064557039603	TRUE
102	22	19.4092192258739	295.873461137584	62243.7950699964	2.47759208745059	0.0561430010070493	3.20658369200571	FALSE
51	22	19.4704402988039	297.742908627723	78923.6138960575	2.4855958264059	0.0563947633434038	3.20477507043298	FALSE
64	21	19.6112280519057	302.064342325976	79727.2070293895	2.48258285711533	0.0566465256797583	3.19585820563541	TRUE
21	15	19.6460807277247	303.138941573291	39642.2562850612	2.48102791699435	0.0568982880161128	3.18793156418372	FALSE
94	16	19.7022699946222	304.875421554498	57464.1255173959	2.48680627081137	0.0571500503524673	3.18475096571215	FALSE
72	18	19.7723420913125	307.047886937259	68113.8787901383	2.48878092193977	0.0574018126888218	3.17915334455633	FALSE
60	22	19.8698433698511	310.083579460721	77008.9402722864	2.47256533910191	0.0576535750251762	3.16200118709247	TRUE
123	23	19.9197124431481	311.642020119823	78715.8090121374	2.48042637823711	0.0579053373615307	3.16025097980205	FALSE
180	19	19.9271066859135	311.873427520957	65475.7016524392	2.46127537798031	0.0581570996978852	3.14136521561489	FALSE
107	20	19.9374736287913	312.19801202564	57402.5663982064	2.48647668342685	0.0584088620342397	3.15064428053162	FALSE
17	16	19.9408545349056	312.303903241534	40600.3369343614	2.46472899016404	0.0586606243705942	3.13028985469512	FALSE
126	15	19.9408545349056	312.303903241534	46809.2013921616	2.46557556599952	0.0589123867069486	3.12424099754649	FALSE
83	20	19.9565561225919	312.795918035205	81040.3636943966	2.49038771451762	0.0591641490433031	3.13319062424054	FALSE
68	19	20.1534414278181	318.998261610683	63888.983516272	2.5	0.0594159113796576	3.13257172340225	FALSE
74	22	20.182138780461	319.907379124413	68147.9518867427	2.48831906742249	0.0596676737160121	3.11881930702792	FALSE
78	22	20.2457329052168	321.92661825834	72685.0545804382	2.5	0.0599194360523666	3.11950876944263	FALSE
97	24	20.2457329052168	321.92661825834	59210.1220434364	2.47868165609232	0.0601711983887211	3.09995118670748	FALSE
126	15	20.2572089996713	322.291683566675	46486.9097085949	2.44859953401236	0.0604229607250755	3.0749850085976	FALSE
2	20	20.2651224973252	322.543539846634	74720.8059394865	2.48925475934628	0.06067472306143	3.09364301166915	TRUE
99	18	20.2758275753079	322.884397962308	63748.143321045	2.5	0.0609264853977845	3.09380277428543	FALSE
12	19	20.2798598729435	323.012836168051	54712.2143194069	2.5	0.061178247734139	3.0874617708983	FALSE
87	23	20.307300278452	323.88755619823	87453.7692818821	2.4907753417024	0.0614300100704935	3.07560320850319	FALSE
14	24	20.4788926434033	329.384243235449	80434.0853209171	2.5	0.0616817724068479	3.07488004902702	FALSE
40	19	20.4864098308604	329.626101775901	60239.1940347051	2.5	0.0619335347432024	3.06863868881676	TRUE
37	16	20.5307501954026	331.054517846992	48884.4205945395	2.48318341349489	0.0621852970795569	3.05239887740897	FALSE
33	20	20.5395698421824	331.339009258967	71873.3380836915	2.48103155496247	0.0624370594159114	3.04497256605093	TRUE
9	20	20.651214288454	334.950837296179	63838.5963569132	2.47971316043092	0.0626888217522659	3.03808177520109	FALSE
57	22	20.674528501511	335.707550497655	75343.5521568533	2.5	0.0629405840886203	3.04399596886115	TRUE
168	16	20.7487220941643	338.121345917204	41919.9846100808	2.47999665754842	0.0631923464249748	3.02613601533578	TRUE
185	20	20.8208020412036	340.474657287808	72136.0727800023	2.47917754689004	0.0634441087613293	3.0196426758274	FALSE
103	17	20.8246945204462	340.601973653047	47980.5483358243	2.47368552983941	0.0636958710976838	3.01043543635994	FALSE
153	20	20.8760534309461	342.284064812301	62886.2408057782	2.5	0.0639476334340383	3.01985516813265	FALSE
